"Team","Wins","Losses","Distribution"
"Ohio State","12","1","0.0142231994569945"
"Louisville","12","1","0.012643127939241"
"Michigan","11","2","0.0121487281659565"
"Florida","13","1","0.0120331276349073"
"Southern California","11","2","0.0119645986257932"
"Louisiana State","11","2","0.0118551860825196"
"Brigham Young","11","2","0.0115327311431499"
"Texas","10","3","0.0114761763705564"
"California","10","3","0.011381646932924"
"Boise State","13","0","0.0112526605972596"
"Wisconsin","12","1","0.0109920824956568"
"Oklahoma","11","3","0.0109852383569182"
"Arkansas","10","4","0.010830060585452"
"Hawaii","11","3","0.0107727611664153"
"Tennessee","9","5","0.0106266844162783"
"West Virginia","11","2","0.0106143455683366"
"Nebraska","9","5","0.0106046485946153"
"Virginia Tech","10","3","0.0105922548454992"
"Clemson","8","5","0.0104254109466317"
"Boston College","10","3","0.0101408890406041"
"Notre Dame","10","3","0.0101051139884392"
"Oregon","7","6","0.00994350876439635"
"Auburn","11","2","0.00993295639169085"
"Missouri","8","5","0.00992419216753112"
"Rutgers","11","2","0.00987752945996687"
"South Carolina","9","5","0.00980337350222144"
"Oklahoma State","7","6","0.00959627725385461"
"Texas A&M","9","4","0.00951920640109875"
"Oregon State","10","4","0.00944886059047238"
"Penn State","10","4","0.00939929222281967"
"Arizona State","7","6","0.00930317045307113"
"Georgia","9","4","0.00925881177455269"
"Wake Forest","11","3","0.00922887405505447"
"Houston","10","5","0.00921144034785868"
"Texas Tech","8","5","0.0091861399226545"
"Pittsburgh","6","6","0.00918546320706158"
"Cincinnati","8","5","0.00907960085417575"
"Minnesota","6","7","0.00902099920843256"
"Georgia Tech","9","5","0.00896105340529882"
"Central Michigan","10","4","0.00892122990536523"
"Texas Christian","11","2","0.00889198243838614"
"Alabama","6","7","0.00886599252857837"
"UCLA","7","7","0.00883914491489297"
"Washington State","6","6","0.00883897698428497"
"South Florida","9","4","0.00881909300508138"
"Iowa","6","7","0.00881612694904046"
"Purdue","8","6","0.00878236309082514"
"Arizona","6","6","0.00869323232961585"
"Florida State","8","6","0.0085976924048402"
"Southern Mississippi","10","5","0.00858553768764539"
"Utah","8","5","0.00858157525181449"
"Washington","5","7","0.00857689372169739"
"Nevada","8","5","0.00852143167774202"
"Kansas State","7","6","0.00834717604162491"
"Navy","9","4","0.00832717710767225"
"Tulsa","8","5","0.0083219537027896"
"Ohio","9","6","0.00820693836177032"
"Miami (FL)","7","6","0.00819688020023635"
"Kansas","6","6","0.00818818714969635"
"Northern Illinois","7","6","0.00806473856073737"
"Kentucky","8","5","0.00794798325973564"
"Vanderbilt","4","8","0.00784221763798774"
"Maryland","9","4","0.00784149798216524"
"Michigan State","4","8","0.0077852681988964"
"Colorado","2","10","0.00772369220608852"
"East Carolina","7","6","0.00763499701283541"
"Syracuse","4","8","0.00763034057265263"
"Ball State","5","7","0.00759184978758547"
"Western Michigan","8","5","0.00752793608316813"
"Wyoming","6","6","0.00751412221901323"
"Virginia","5","7","0.00735382199145103"
"Illinois","2","10","0.00732869536846896"
"North Carolina State","3","9","0.00730909620941418"
"Northwestern","4","8","0.007302265264453"
"New Mexico","6","7","0.00720950887424898"
"Connecticut","4","8","0.00717813793969706"
"Indiana","5","7","0.00713914456661811"
"Mississippi","4","8","0.00711203440544466"
"Air Force","4","8","0.00709931504806839"
"Mississippi State","3","9","0.00693561209722417"
"Baylor","4","8","0.00685177362207027"
"Southern Methodist","6","6","0.0068010176105062"
"Rice","7","6","0.0067533068561529"
"Iowa State","4","8","0.00666510035365688"
"Akron","5","7","0.00666238676254259"
"San Jose State","9","4","0.00665061192062138"
"Marshall","5","7","0.00664743755751857"
"North Carolina","3","9","0.00652013893339151"
"Middle Tennessee State","7","6","0.00642076080829052"
"Louisiana-Monroe","4","8","0.00640647177054806"
"Alabama-Birmingham","3","9","0.00637466397672148"
"Texas-El Paso","5","7","0.00636763716955575"
"Miami (OH)","2","10","0.00636758422140924"
"Kent State","6","6","0.00636346839055132"
"Colorado State","4","8","0.00631690077334967"
"Toledo","5","7","0.00630555595075331"
"Fresno State","4","8","0.00630263361934566"
"Stanford","1","11","0.00628355521798067"
"Bowling Green State","4","8","0.00598699710171806"
"Nevada-Las Vegas","2","10","0.00588982238726941"
"Memphis","2","10","0.0058825008658108"
"Central Florida","4","8","0.00580949316473095"
"Duke","0","12","0.00574703088623673"
"Army","3","9","0.00572935314187084"
"New Mexico State","4","8","0.0055971613625742"
"Tulane","4","8","0.00558988839261592"
"Eastern Michigan","1","11","0.00558938219340854"
"Louisiana","6","6","0.00557298055535704"
"San Diego State","3","9","0.00544159275816109"
"Troy","8","5","0.00541188261663444"
"Arkansas State","6","6","0.00530407456202757"
"Buffalo","2","10","0.00529644931254466"
"Florida Atlantic","5","7","0.00526632306071296"
"Idaho","4","8","0.0050031225674141"
"North Texas","3","9","0.00496210382703726"
"Louisiana Tech","3","10","0.00470217169758467"
"Utah State","1","11","0.00462285407243955"
"Florida International","0","12","0.00446004100514117"
"Temple","1","11","0.00441198258817485"
"Portland State","1","2","0.00170462991182737"
"North Dakota State","1","1","0.00157744072475455"
"Northwestern State","0","3","0.00110896750505531"
"Cal Poly","1","1","0.00110300844935455"
"New Hampshire","1","0","0.000946820390553094"
"Southeastern Louisiana","0","3","0.000901278618797012"
"Northern Arizona","0","2","0.000897328807185909"
"Eastern Illinois","0","2","0.00088175934764087"
"Stephen F. Austin","0","2","0.000880070586021933"
"Montana State","1","0","0.000849334916517443"
"Indiana State","0","2","0.000805707479459705"
"Citadel","0","2","0.000776851489456513"
"Wofford","0","1","0.000775385392422903"
"Eastern Washington","0","2","0.000772215637612002"
"Southern Illinois","1","0","0.000753374995868356"
"Illinois State","0","1","0.000747048196124126"
"Massachusetts","0","1","0.000745258349175507"
"McNeese State","0","2","0.000709947786781124"
"Nicholls State","0","2","0.00070331523906738"
"Richmond","1","0","0.000686239226921634"
"Sam Houston State","0","2","0.000681796434052369"
"Western Illinois","0","1","0.000612583921234453"
"Idaho State","0","2","0.000611202694384571"
"Northern Iowa","0","1","0.00059650727040537"
"Maine","0","1","0.000588912319497574"
"Furman","0","1","0.000559985657913985"
"Liberty","0","1","0.000558486040414649"
"William & Mary","0","1","0.000548118067593049"
"Grambling State","0","1","0.000514551727619538"
"Appalachian State","0","1","0.000510903363013978"
"California-Davis","0","1","0.000449130240198041"
"Northeastern","0","1","0.000442436629955126"
"Eastern Kentucky","0","1","0.000438067355934094"
"Youngstown State","0","1","0.000426320086140327"
"Samford","0","1","0.000423534412526273"
"Sacramento State","0","1","0.00040691752506282"
"Tennessee-Martin","0","1","0.000405149852860025"
"Alcorn State","0","1","0.000403990836191675"
"Western Kentucky","0","1","0.000403001724000328"
"Montana","0","1","0.000399869682869769"
"Murray State","0","1","0.000397803706543475"
"Tennessee State","0","1","0.000394277522934964"
"Weber State","0","1","0.000384041564534439"
"Hofstra","0","1","0.000378167652822648"
"Missouri State","0","1","0.000369136893406325"
"Chattanooga","0","1","0.000363387596824178"
"Texas State","0","1","0.000360493623098318"
"Villanova","0","1","0.000358877594419708"
"Howard","0","1","0.000358847628511122"
"Jacksonville State","0","1","0.000327804138895819"
"Florida A&M","0","1","0.000321867962509499"
"Southeast Missouri State","0","1","0.000288224228848964"
"Southern Utah","0","1","0.000287507126747112"
"Western Carolina","0","1","0.000283016098789785"
"Texas Southern","0","1","0.000276947233632414"
"Rhode Island","0","1","0.000259575066686815"
"Alabama State","0","1","0.000246603697260928"
"Tennessee Tech","0","1","0.000237018455158279"
"North Carolina A&T","0","1","0.000218834953378135"
"Virginia Military Institute","0","1","0.000168621052184488"
